area,predicted_iou,point_coords,scale (um/px),index,Red,Green,Blue,perimeter(um),area(um),circularity,centroid_x,centroid_y,droplet,x,y,w,h
4752,0.9786345958709717,"[787.5, 84.375]",6.0755,104,193.36653110840857,51.23876399119344,55.593315926300036,42.330460669660596,128.73966703823135,1.107602032435293,811,57,True,771,20,79,78
4099,0.9844685196876526,"[787.5, 253.125]",6.0755,105,28.387233891953027,254.19016936962544,96.82620592342234,38.83886272529939,111.04879949278414,1.0809591374126661,803,275,True,767,240,72,70
4460,0.9816265106201172,"[787.5, 354.375]",6.0755,106,0.13072157565560072,145.24149942994242,44.276727090091164,41.00684438376905,120.82889625221208,1.1074701463394483,802,355,True,763,319,76,72
4383,0.9824811220169067,"[787.5, 421.875]",6.0755,107,143.44755435272347,251.73012309637812,201.55570872094796,40.66111068060031,118.7428368326111,1.1080036489451186,789,433,True,751,396,74,75
5019,0.9826377034187317,"[787.5, 556.875]",6.0755,108,188.1947555590797,201.83839237995937,34.61238531372152,43.7436424825488,135.97314580489964,1.1198681097583048,756,577,True,719,536,78,83
4863,0.9842028617858887,"[787.5, 658.125]",6.0755,109,228.71235723289868,158.70426133009005,253.03856498307778,42.619713912058465,131.74684360414963,1.0971625548692288,796,695,True,756,657,81,76
5770,0.9854147434234619,"[787.5, 826.875]",6.0755,110,210.37395415459835,145.74311834253933,195.03025290976598,46.57685843998194,156.31899806620262,1.1043805724020537,775,859,True,729,819,90,84
4810,0.9848875999450684,"[832.5, 489.375]",6.0755,111,92.65330519796908,187.9729020342848,170.71308172217587,42.466816200894904,130.31098452312557,1.1013072926466687,812,512,True,775,471,75,83
5210,0.9793798923492432,"[832.5, 590.625]",6.0755,112,1.3568528407196923,115.51702555653726,90.59013996629139,44.49844240661551,141.147656832741,1.1163646656713524,830,616,True,791,573,77,86
6155,0.986669659614563,"[832.5, 759.375]",6.0755,113,205.48239670794177,90.86118370189051,114.27931200895001,48.37571143240666,166.74929516420747,1.1168140246714504,859,757,True,817,712,87,91
5833,0.9799704551696777,"[832.5, 894.375]",6.0755,114,109.96029515044631,59.42594225480404,89.30563734646996,46.62648647098951,158.02577395496704,1.0947818555569486,828,935,True,789,891,80,88
1513,0.9443362951278687,"[832.5, 995.625]",6.0755,115,229.89167932694428,35.92390740210711,3.6667192226735166,25.474372787952777,40.98971301112037,1.2598599149975243,834,1005,False,813,984,40,44
5582,0.9854223132133484,"[877.5, 50.625]",6.0755,116,142.19436636048943,73.14104977566346,140.81146226798214,45.95156155852229,151.22576208068335,1.1111300759229013,900,67,True,860,25,81,87
5666,0.9830305576324463,"[877.5, 118.125]",6.0755,117,90.05771382298889,2.6718087927668006,51.185061667234145,45.93501906465203,153.5014632657026,1.0938692604715021,845,136,True,801,95,87,83
4124,0.9841017723083496,"[877.5, 185.625]",6.0755,118,141.09219579938318,0.33085358212748384,199.21232941210812,39.11157353269093,111.72609151213511,1.0895473465220404,860,220,True,825,185,72,72
928,0.8884986639022827,"[877.5, 286.875]",6.0755,119,5.825039850493869,189.60411039893887,69.64496687890887,19.139868429625203,25.141079758307804,1.1595356517594626,863,279,False,848,264,32,32
4486,0.9786006212234497,"[877.5, 354.375]",6.0755,120,45.25595394009407,167.22180856843212,42.96684021701934,41.04678199748602,121.53327995233708,1.1031971893876968,881,336,True,847,297,71,78
5697,0.982674241065979,"[877.5, 489.375]",6.0755,121,60.37324848989747,212.3220632948054,211.73749652847576,46.51352578490352,154.3413053696978,1.1154920734813358,876,448,True,835,406,83,87
2299,0.9624658823013306,"[877.5, 691.875]",6.0755,122,83.81016770521958,154.85641581224183,196.70761853987062,30.42594229436276,62.2837740995147,1.1827781407608648,866,681,False,840,652,57,53
5247,0.9835295677185059,"[877.5, 826.875]",6.0755,123,209.61090480895786,156.0822376908356,1.9289589669311797,44.53837984374066,142.15004902138043,1.1104830954781364,876,854,True,836,813,82,82
4024,0.9793263673782349,"[922.5, 286.875]",6.0755,124,206.86135018750392,195.420832153932,253.19143720876724,38.958675448722424,109.01692343473125,1.1079102496591124,921,269,True,885,232,72,73
5564,0.9850367307662964,"[922.5, 523.125]",6.0755,125,133.94704685874893,36.89285497095809,234.29859294816896,46.071374321187946,150.73811182675067,1.1205452531713405,892,542,True,850,499,84,87
4762,0.9813454151153564,"[922.5, 658.125]",6.0755,126,50.46355704988012,2.600564335733069,234.4717559379095,42.44342123801871,129.01058384597172,1.111182934658326,913,632,True,875,593,77,78
4938,0.9824643135070801,"[922.5, 691.875]",6.0755,127,141.05709899091894,209.41516902966916,179.06539540339764,43.60728704942106,133.77871966220252,1.131152704159089,936,710,True,894,673,83,77
3943,0.9758484363555908,"[922.5, 961.875]",6.0755,128,253.8827220894156,18.90768923297838,75.57495233849495,38.333378861582474,106.82249729203413,1.0946659570381196,913,929,True,880,894,70,69
4479,0.9809834361076355,"[922.5, 995.625]",6.0755,129,250.49138253021852,60.11603195668211,148.94098712629506,41.223074926602855,121.34363818691881,1.1144328143138187,893,1002,True,854,966,78,73
4189,0.9795815944671631,"[967.5, 118.125]",6.0755,130,8.600699841154587,59.10745968799615,160.8041346960156,39.809892976365454,113.48705076244762,1.1112860076023727,980,90,True,945,53,71,76
7177,0.9717046022415161,"[967.5, 151.875]",6.0755,131,151.46876880929042,0.15591163631169136,142.02726508271982,55.584828281253465,194.4369929152749,1.2645143925794433,932,166,False,888,110,90,113
4217,0.9818805456161499,"[967.5, 219.375]",6.0755,132,23.377984514360698,41.80422802942096,254.98256423427117,39.577119939661394,114.2456178241207,1.0910356949690585,992,235,True,956,199,73,73
5424,0.984114944934845,"[967.5, 354.375]",6.0755,133,53.67995998989862,34.56469139029504,127.90099552636981,45.14028156611098,146.94527651838527,1.1034763582140894,987,323,True,945,281,83,84
4690,0.9821864366531372,"[967.5, 421.875]",6.0755,134,161.28128752652268,178.53070471875634,94.49433584460661,41.728558751077145,127.05998283024095,1.090556357104291,947,398,True,909,360,76,78
4318,0.9851090908050537,"[967.5, 455.625]",6.0755,135,55.988627100114044,220.90821930350677,143.18351661016533,40.23550173037631,116.9818775822986,1.1012613335262138,959,486,True,922,450,74,74
4539,0.982673168182373,"[967.5, 793.125]",6.0755,136,2.236585125207528,141.2526460430796,175.96877616599798,41.55226595930951,122.96913903336112,1.1173350634486465,939,795,True,901,758,77,75
4128,0.9773811101913452,"[967.5, 894.375]",6.0755,137,245.84296290193808,100.17802813135654,65.00600751648166,39.48070212025062,111.83445823523127,1.1091345469954,962,872,True,927,835,71,75
5759,0.9791897535324097,"[967.5, 961.875]",6.0755,138,63.81900374209941,59.722383154007815,39.39282142936109,46.49698313406275,156.0209895776882,1.1026981825060564,978,985,True,938,940,82,90
6022,0.9864999055862427,"[1012.5, 556.875]",6.0755,139,60.31409749355036,92.55294132844261,165.49038632587698,47.4845563499106,163.14610162126033,1.099811368722677,978,573,True,934,529,86,89
6128,0.9862022399902344,"[1012.5, 793.125]",6.0755,140,206.52262454266506,54.94390379051677,252.07288924322307,48.1195434328264,166.01781978330843,1.109886134215483,1016,749,True,971,708,88,86
4170,0.9799365997314453,"[1012.5, 860.625]",6.0755,141,207.6721349992394,252.2259993170275,114.98778339986347,39.88291591138528,112.97230882774089,1.120448596925656,1029,833,True,993,799,72,72
4657,0.9813845157623291,"[1057.5, 84.375]",6.0755,142,4.569706127850567,40.47714945453776,56.13200260032214,41.648683739477654,126.16595736469768,1.0940836036342796,1062,70,True,1026,32,74,78
6748,0.9875258803367615,"[1057.5, 118.125]",6.0755,143,0.1757734872387312,41.69288039470725,2.33165465582017,50.79986109045658,182.81466186321236,1.123321734620991,1036,160,True,990,113,92,96
4820,0.9826294183731079,"[1057.5, 286.875]",6.0755,144,94.32816527256062,112.16344833714187,12.406071850217689,42.75606932556489,130.58190133086597,1.1140448960860416,1063,279,True,1024,239,77,81
4406,0.9804700613021851,"[1057.5, 421.875]",6.0755,145,115.2730949459657,117.71742292550945,61.752407096230726,40.524755502549645,119.36594549041399,1.0948396072133313,1025,422,True,990,385,73,75
5800,0.9851492643356323,"[1057.5, 489.375]",6.0755,146,39.97898061791573,86.67526665763131,0.9704566779368345,46.689818753262976,157.13174848942379,1.1040038016190552,1045,508,True,1003,466,87,85
4166,0.9821265935897827,"[1057.5, 556.875]",6.0755,147,162.55372310533153,2.411660606593845,45.604157153410824,39.866373182059256,112.86394210464474,1.1205942156216013,1061,592,True,1025,556,73,73
4344,0.9726455211639404,"[1057.5, 658.125]",6.0755,148,93.89405725154674,101.65681502761488,112.11043655218833,40.21210696371325,117.6862612824236,1.093397377745905,1026,664,True,988,628,75,70
1720,0.9255760908126831,"[1057.5, 691.875]",6.0755,149,186.2097725828702,2.3628752032972926,185.17744195475842,29.172510622401422,46.597690931346364,1.4533605006123007,1077,709,False,1048,687,65,45
